,Region,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Cost,Total Cost,Total Profit,year
234,Asia,Office Supplies,Online,C,30-04-2010,914088094,03-05-2010,7835,524.96,4113061.6,989168.75,2010
235,Sub-Saharan Africa,Snacks,Online,M,16-09-2013,209899222,28-09-2013,2699,97.44,262990.56,148822.86,2013
236,Sub-Saharan Africa,Clothes,Online,M,30-05-2014,250542199,01-07-2014,9859,35.84,353346.56,724044.96,2014
237,Europe,Meat,Online,L,28-11-2015,245440852,17-12-2015,257,364.69,93725.33,14700.4,2015
238,Sub-Saharan Africa,Vegetables,Online,L,07-03-2015,824331510,21-04-2015,6867,90.93,624416.31,433513.71,2015
239,Sub-Saharan Africa,Meat,Online,M,15-01-2014,887263000,31-01-2014,9693,364.69,3534940.17,554439.6,2014
240,Sub-Saharan Africa,Cereal,Offline,H,22-05-2015,754596650,27-05-2015,772,117.11,90408.92,68391.48,2015
241,Europe,Fruits,Online,H,22-10-2011,817006289,14-11-2011,9172,6.92,63470.24,22104.52,2011
242,Sub-Saharan Africa,Clothes,Offline,H,08-02-2012,185478246,20-03-2012,5989,35.84,214645.76,439832.16,2012
243,Asia,Personal Care,Offline,C,16-10-2014,741311347,05-11-2014,9356,56.67,530204.52,234461.36,2014
244,Middle East and North Africa,Personal Care,Offline,M,14-11-2011,386116921,22-12-2011,9432,56.67,534511.44,236365.92,2011
245,Central America and the Caribbean,Meat,Offline,L,03-05-2015,691818797,07-05-2015,3411,364.69,1243957.59,195109.2,2015
246,Central America and the Caribbean,Snacks,Online,C,16-07-2015,150653302,02-09-2015,515,97.44,50181.6,28397.1,2015
247,Asia,Vegetables,Offline,M,01-04-2015,925169265,03-05-2015,7000,90.93,636510,441910,2015
248,Europe,Vegetables,Online,H,20-09-2010,298228013,25-10-2010,1151,90.93,104660.43,72662.63,2010
249,Australia and Oceania,Office Supplies,Online,L,24-08-2010,123003375,16-09-2010,8287,524.96,4350343.52,1046233.75,2010
250,Europe,Snacks,Online,C,15-03-2017,972981679,09-04-2017,5755,97.44,560767.2,317330.7,2017
251,Asia,Beverages,Online,M,12-09-2014,791961753,21-09-2014,7937,31.79,252317.23,124293.42,2014
252,Asia,Household,Online,C,25-03-2011,744054925,31-03-2011,1242,502.54,624154.68,205836.66,2011
253,Asia,Office Supplies,Offline,L,03-03-2012,263685023,08-04-2012,9113,524.96,4783960.48,1150516.25,2012
254,Central America and the Caribbean,Baby Food,Online,H,19-05-2016,205588376,18-06-2016,7024,159.42,1119766.08,673320.64,2016
255,Europe,Personal Care,Offline,M,08-06-2012,594813811,17-06-2012,7480,56.67,423891.6,187448.8,2012
256,Europe,Clothes,Online,H,08-09-2012,176722657,16-09-2012,5016,35.84,179773.44,368375.04,2012
257,Europe,Personal Care,Offline,M,16-08-2011,466988742,16-08-2011,1201,56.67,68060.67,30097.06,2011
258,Sub-Saharan Africa,Personal Care,Offline,L,14-05-2012,801598393,02-06-2012,9633,56.67,545902.11,241402.98,2012
259,Sub-Saharan Africa,Meat,Offline,M,28-04-2015,586850440,08-06-2015,941,364.69,343173.29,53825.2,2015
260,Central America and the Caribbean,Snacks,Offline,H,21-05-2014,649356210,21-05-2014,7787,97.44,758765.28,429375.18,2014
261,Middle East and North Africa,Cereal,Offline,H,15-11-2015,986039531,10-12-2015,9864,117.11,1155173.04,873851.76,2015
262,Asia,Household,Offline,H,10-01-2012,314136731,12-01-2012,8894,502.54,4469590.76,1474002.62,2012
263,Middle East and North Africa,Beverages,Offline,H,28-01-2015,121196639,07-02-2015,3634,31.79,115524.86,56908.44,2015
264,Europe,Cereal,Online,C,11-08-2015,615080583,19-09-2015,4868,117.11,570091.48,431256.12,2015
265,Asia,Fruits,Offline,L,19-08-2016,273962390,05-09-2016,414,6.92,2864.88,997.74,2016
266,Middle East and North Africa,Personal Care,Offline,H,22-08-2014,796328389,27-09-2014,121,56.67,6857.07,3032.26,2014
267,Europe,Cosmetics,Online,C,26-12-2010,350977408,22-01-2011,869,263.33,228833.77,151093.03,2010
268,Middle East and North Africa,Clothes,Offline,M,27-08-2015,327020776,29-09-2015,1570,35.84,56268.8,115300.8,2015
269,Middle East and North Africa,Vegetables,Online,H,11-03-2013,383882319,15-04-2013,8164,90.93,742352.52,515393.32,2013
270,Europe,Personal Care,Offline,M,08-12-2011,701298367,06-01-2012,8626,56.67,488835.42,216167.56,2011
271,Sub-Saharan Africa,Fruits,Online,M,27-06-2017,629317748,14-08-2017,7961,6.92,55090.12,19186.01,2017
272,Asia,Baby Food,Offline,C,21-10-2013,938301789,29-11-2013,3205,159.42,510941.1,307231.3,2013
273,Middle East and North Africa,Vegetables,Online,L,01-06-2012,668924319,07-07-2012,8426,90.93,766176.18,531933.38,2012
274,Asia,Clothes,Online,C,08-10-2010,282171666,15-11-2010,9721,35.84,348400.64,713910.24,2010
275,Europe,Personal Care,Online,C,25-02-2011,309342658,28-03-2011,222,56.67,12580.74,5563.32,2011
276,Sub-Saharan Africa,Cosmetics,Online,H,05-12-2016,902048623,20-12-2016,5088,263.33,1339823.04,884650.56,2016
277,Middle East and North Africa,Clothes,Online,H,06-08-2013,482213389,03-09-2013,6513,35.84,233425.92,478314.72,2013
278,Central America and the Caribbean,Vegetables,Offline,C,07-06-2010,692073285,28-06-2010,8719,90.93,792818.67,550430.47,2010
279,Australia and Oceania,Fruits,Online,L,27-12-2013,544177138,30-01-2014,2963,6.92,20503.96,7140.83,2013
280,Central America and the Caribbean,Vegetables,Online,M,28-09-2016,471386277,17-10-2016,2530,90.93,230052.9,159718.9,2016
281,Australia and Oceania,Personal Care,Online,L,08-01-2016,976874530,27-01-2016,7737,56.67,438455.79,193889.22,2016
282,Europe,Household,Offline,M,20-03-2010,384128224,26-04-2010,933,502.54,468869.82,154626.09,2010
283,Sub-Saharan Africa,Personal Care,Online,H,21-02-2010,686946189,08-03-2010,1498,56.67,84891.66,37539.88,2010
284,Sub-Saharan Africa,Snacks,Offline,M,14-07-2012,799439752,24-07-2012,843,97.44,82141.92,46483.02,2012
285,Central America and the Caribbean,Cereal,Online,M,29-05-2011,606032741,15-06-2011,7410,117.11,867785.1,656451.9,2011
286,Asia,Beverages,Offline,H,25-12-2016,511461484,05-02-2017,1674,31.79,53216.46,26214.84,2016
287,Europe,Household,Offline,C,17-01-2014,990774810,18-02-2014,1138,502.54,571890.52,188600.74,2014
288,Asia,Snacks,Offline,M,02-03-2011,339334046,16-04-2011,5340,97.44,520329.6,294447.6,2011
289,Sub-Saharan Africa,Personal Care,Offline,C,10-03-2014,522813022,08-04-2014,846,56.67,47942.82,21200.76,2014
290,Sub-Saharan Africa,Fruits,Offline,M,17-11-2014,427198064,02-01-2015,6255,6.92,43284.6,15074.55,2014
291,Asia,Beverages,Offline,C,03-06-2017,808788001,15-07-2017,7197,31.79,228792.63,112705.02,2017
292,Sub-Saharan Africa,Meat,Offline,L,07-12-2011,244194161,07-01-2012,1334,364.69,486496.46,76304.8,2011
293,Central America and the Caribbean,Fruits,Offline,L,01-02-2016,980340373,15-02-2016,3357,6.92,23230.44,8090.37,2016
294,Australia and Oceania,Beverages,Online,M,06-10-2010,384462964,10-10-2010,9990,31.79,317582.1,156443.4,2010
295,Europe,Vegetables,Offline,C,26-12-2011,394110763,29-12-2011,4988,90.93,453558.84,314892.44,2011
296,Australia and Oceania,Cosmetics,Online,L,12-02-2014,767145097,11-03-2014,4137,263.33,1089396.21,719300.19,2014
297,Sub-Saharan Africa,Fruits,Online,L,21-05-2016,431739795,19-06-2016,254,6.92,1757.68,612.14,2016
298,Asia,Cereal,Online,L,02-07-2011,636381185,28-07-2011,8189,117.11,959013.79,725463.51,2011
299,Europe,Fruits,Online,C,02-03-2012,899868094,26-03-2012,9821,6.92,67961.32,23668.61,2012
300,Europe,Baby Food,Offline,L,06-01-2017,361311852,15-02-2017,9061,159.42,1444504.62,868587.46,2017
301,Europe,Beverages,Online,L,20-05-2014,930136287,21-06-2014,6852,31.79,217825.08,107302.32,2014
302,Central America and the Caribbean,Cereal,Online,L,19-05-2016,536077725,07-06-2016,6167,117.11,722217.37,546334.53,2016
303,Sub-Saharan Africa,Snacks,Online,M,06-04-2017,779184997,17-04-2017,7011,97.44,683151.84,386586.54,2017
304,Europe,Cosmetics,Online,C,05-05-2012,179819428,02-06-2012,1420,263.33,373928.6,246895.4,2012
305,Asia,Vegetables,Online,H,07-12-2016,928654849,07-01-2017,8461,90.93,769358.73,534142.93,2016
306,Sub-Saharan Africa,Baby Food,Offline,H,14-02-2017,336677587,28-03-2017,9234,159.42,1472084.28,885171.24,2017
307,Australia and Oceania,Vegetables,Online,C,02-06-2011,285186469,25-06-2011,1869,90.93,169948.17,117989.97,2011
308,Middle East and North Africa,Baby Food,Offline,M,15-07-2014,475792825,03-09-2014,6525,159.42,1040215.5,625486.5,2014
309,Middle East and North Africa,Clothes,Offline,L,06-10-2015,680420482,08-11-2015,396,35.84,14192.64,29082.24,2015
310,Europe,Fruits,Online,H,05-01-2013,291305768,06-01-2013,2705,6.92,18718.6,6519.05,2013
311,Middle East and North Africa,Baby Food,Offline,L,19-08-2016,570997512,06-09-2016,9707,159.42,1547489.94,930513.02,2016
312,Europe,Personal Care,Online,L,24-04-2015,602357041,05-05-2015,9689,56.67,549075.63,242806.34,2015
313,Middle East and North Africa,Meat,Online,M,26-02-2010,438558185,14-04-2010,7967,364.69,2905485.23,455712.4,2010
314,Europe,Snacks,Online,H,02-12-2010,653087270,07-12-2010,1891,97.44,184259.04,104269.74,2010
315,Australia and Oceania,Cereal,Offline,C,23-01-2017,989743125,25-01-2017,5840,117.11,683922.4,517365.6,2017
316,Europe,Fruits,Offline,M,15-12-2013,812637078,05-01-2014,6225,6.92,43077,15002.25,2013
317,Europe,Personal Care,Online,L,19-07-2014,456192958,18-08-2014,6489,56.67,367731.63,162614.34,2014
318,Middle East and North Africa,Cereal,Online,L,17-02-2010,775147092,28-02-2010,2105,117.11,246516.55,186481.95,2010
319,Sub-Saharan Africa,Household,Offline,M,28-12-2011,894548308,02-02-2012,5578,502.54,2803168.12,924441.94,2011
320,Sub-Saharan Africa,Cosmetics,Offline,H,03-05-2017,459757936,10-06-2017,1445,263.33,380511.85,251242.15,2017
321,Europe,Meat,Offline,H,31-01-2013,986449801,13-03-2013,1272,364.69,463885.68,72758.4,2013
322,Europe,Cosmetics,Online,L,03-07-2017,910610234,31-07-2017,8659,263.33,2280174.47,1505540.33,2017
323,Sub-Saharan Africa,Cereal,Offline,H,08-11-2015,538538062,03-12-2015,4235,117.11,495960.85,375178.65,2015
324,Europe,Meat,Online,M,03-03-2017,696844613,22-03-2017,661,364.69,241060.09,37809.2,2017
325,Middle East and North Africa,Fruits,Online,H,18-08-2012,482453715,22-09-2012,7630,6.92,52799.6,18388.3,2012
326,Central America and the Caribbean,Office Supplies,Offline,L,11-03-2017,412601697,23-03-2017,6866,524.96,3604375.36,866832.5,2017
327,Central America and the Caribbean,Meat,Offline,M,17-10-2012,174837386,14-11-2012,7123,364.69,2597686.87,407435.6,2012
328,Middle East and North Africa,Personal Care,Offline,L,29-09-2012,877022111,21-10-2012,9187,56.67,520627.29,230226.22,2012
329,North America,Cereal,Offline,M,22-06-2012,997329699,15-07-2012,876,117.11,102588.36,77604.84,2012
330,Sub-Saharan Africa,Snacks,Offline,M,19-01-2016,434246480,11-02-2016,2038,97.44,198582.72,112375.32,2016
331,Central America and the Caribbean,Cereal,Online,C,03-04-2017,956571280,05-04-2017,9554,117.11,1118868.94,846388.86,2017
332,Europe,Personal Care,Online,M,04-12-2010,353415429,08-12-2010,2334,56.67,132267.78,58490.04,2010
333,Sub-Saharan Africa,Vegetables,Online,H,27-11-2011,984202754,08-12-2011,6321,90.93,574768.53,399044.73,2011
334,Sub-Saharan Africa,Beverages,Offline,H,16-05-2013,328669583,02-06-2013,9488,31.79,301623.52,148582.08,2013
335,Middle East and North Africa,Cosmetics,Offline,C,16-05-2013,436864745,22-05-2013,6841,263.33,1801440.53,1189444.67,2013
336,Middle East and North Africa,Household,Offline,M,01-01-2011,279149568,26-01-2011,5415,502.54,2721254.1,897427.95,2011
337,Europe,Cereal,Online,H,19-03-2010,696197879,26-03-2010,9278,117.11,1086546.58,821938.02,2010
338,North America,Household,Offline,M,09-01-2016,348996007,12-01-2016,4529,502.54,2276003.66,750591.17,2016
339,Sub-Saharan Africa,Beverages,Offline,L,03-08-2015,668842780,20-09-2015,4297,31.79,136601.63,67291.02,2015
340,Europe,Cosmetics,Online,C,05-04-2012,907349526,16-05-2012,3743,263.33,985644.19,650795.41,2012
341,Europe,Personal Care,Offline,C,05-04-2014,386440074,25-04-2014,5060,56.67,286750.2,126803.6,2014
342,Sub-Saharan Africa,Vegetables,Offline,C,19-09-2015,748350751,27-10-2015,2472,90.93,224778.96,156057.36,2015
343,Central America and the Caribbean,Personal Care,Online,L,12-08-2015,105630385,15-09-2015,7233,56.67,409894.11,181258.98,2015
344,Asia,Cosmetics,Offline,L,30-12-2013,691140305,08-01-2014,2630,263.33,692557.9,457278.1,2013
345,Sub-Saharan Africa,Cosmetics,Offline,H,08-10-2015,308054339,15-10-2015,8980,263.33,2364703.4,1561352.6,2015
346,Sub-Saharan Africa,Fruits,Offline,H,29-09-2011,879858815,30-10-2011,8631,6.92,59726.52,20800.71,2011
347,Europe,Vegetables,Online,H,28-09-2012,800352561,21-10-2012,963,90.93,87565.59,60794.19,2012
348,Sub-Saharan Africa,Baby Food,Online,L,01-07-2015,783646905,10-08-2015,7388,159.42,1177794.96,708213.68,2015
349,Europe,Beverages,Offline,C,08-01-2014,714165675,02-02-2014,6348,31.79,201802.92,99409.68,2014
350,Asia,Meat,Offline,H,20-12-2010,996645200,27-01-2011,8317,364.69,3033126.73,475732.4,2010
351,Middle East and North Africa,Office Supplies,Offline,M,02-11-2013,306134307,24-11-2013,799,524.96,419443.04,100873.75,2013
352,Asia,Snacks,Offline,M,20-01-2016,537994325,28-02-2016,3331,97.44,324572.64,183671.34,2016
353,Asia,Cereal,Online,M,20-11-2015,957899081,23-12-2015,2480,117.11,290432.8,219703.2,2015
354,Asia,Office Supplies,Online,M,04-09-2012,451834905,21-09-2012,6844,524.96,3592826.24,864055,2012
355,Sub-Saharan Africa,Baby Food,Online,H,13-08-2010,676100623,23-09-2010,2054,159.42,327448.68,196896.44,2010
356,Australia and Oceania,Snacks,Offline,M,15-12-2014,207307565,29-12-2014,5770,97.44,562228.8,318157.8,2014
357,Asia,Baby Food,Offline,H,29-01-2013,392379558,09-03-2013,2685,159.42,428042.7,257384.1,2013
358,Australia and Oceania,Cosmetics,Online,M,01-03-2016,398552930,29-03-2016,9524,263.33,2507954.92,1655937.88,2016
359,Middle East and North Africa,Office Supplies,Offline,L,06-07-2017,363376510,10-08-2017,39,524.96,20473.44,4923.75,2017
360,Middle East and North Africa,Vegetables,Offline,H,29-06-2011,944711625,23-07-2011,18,90.93,1636.74,1136.34,2011
361,Sub-Saharan Africa,Household,Online,C,18-06-2012,170732104,07-08-2012,2279,502.54,1145288.66,377698.67,2012
362,Europe,Beverages,Offline,L,22-02-2013,189924275,21-03-2013,1668,31.79,53025.72,26120.88,2013
363,Asia,Clothes,Offline,L,06-02-2011,521086966,19-02-2011,68,35.84,2437.12,4993.92,2011
364,Asia,Meat,Online,M,11-07-2012,303331506,06-08-2012,1388,364.69,506189.72,79393.6,2012
365,Europe,Meat,Online,H,30-04-2013,546081721,22-05-2013,6571,364.69,2396377.99,375861.2,2013
366,Europe,Baby Food,Online,C,26-06-2010,979073941,18-07-2010,8591,159.42,1369577.22,823533.26,2010
367,Sub-Saharan Africa,Vegetables,Offline,L,21-05-2013,502356994,24-06-2013,7453,90.93,677701.29,470507.89,2013
368,Australia and Oceania,Meat,Online,H,07-05-2017,336292207,05-06-2017,5192,364.69,1893470.48,296982.4,2017
369,Sub-Saharan Africa,Personal Care,Online,H,19-12-2014,871553409,05-01-2015,876,56.67,49642.92,21952.56,2014
370,Australia and Oceania,Personal Care,Offline,H,16-01-2015,319126927,06-02-2015,5604,56.67,317578.68,140436.24,2015
371,Sub-Saharan Africa,Vegetables,Online,H,02-02-2016,560311591,05-02-2016,7506,90.93,682520.58,473853.78,2016
372,Europe,Personal Care,Offline,L,07-02-2010,396718728,18-03-2010,6742,56.67,382069.14,168954.52,2010
373,Australia and Oceania,Fruits,Online,H,30-08-2016,500272166,09-10-2016,506,6.92,3501.52,1219.46,2016
374,Asia,Snacks,Online,L,18-12-2010,263208234,20-01-2011,8020,97.44,781468.8,442222.8,2010
375,Europe,Beverages,Offline,M,03-12-2010,948075759,04-01-2011,5540,31.79,176116.6,86756.4,2010
376,Europe,Cereal,Offline,L,19-10-2012,737736070,03-11-2012,1352,117.11,158332.72,119773.68,2012
377,Europe,Household,Offline,L,20-02-2010,585362994,11-04-2010,773,502.54,388463.42,128109.29,2010
378,Middle East and North Africa,Baby Food,Offline,M,07-09-2012,164442861,20-09-2012,1152,159.42,183651.84,110430.72,2012
379,Australia and Oceania,Office Supplies,Online,M,29-04-2012,118774497,24-05-2012,6868,524.96,3605425.28,867085,2012
380,Australia and Oceania,Baby Food,Online,M,26-02-2017,712469232,12-03-2017,4333,159.42,690766.86,415361.38,2017
381,Sub-Saharan Africa,Baby Food,Offline,C,26-05-2017,479950892,28-05-2017,6989,159.42,1114186.38,669965.54,2017
382,Sub-Saharan Africa,Vegetables,Online,H,04-12-2011,275955808,25-12-2011,311,90.93,28279.23,19633.43,2011
383,Asia,Baby Food,Offline,M,07-01-2012,125532805,17-02-2012,6802,159.42,1084374.84,652039.72,2012
384,Asia,Clothes,Online,C,20-11-2014,574043214,05-01-2015,998,35.84,35768.32,73293.12,2014
385,Middle East and North Africa,Personal Care,Online,H,08-01-2015,437160861,16-01-2015,4468,56.67,253201.56,111968.08,2015
386,Europe,Baby Food,Offline,H,18-07-2015,850872075,01-08-2015,810,159.42,129130.2,77646.6,2015
387,Australia and Oceania,Snacks,Offline,H,08-11-2016,321475684,16-12-2016,654,97.44,63725.76,36061.56,2016
388,Europe,Office Supplies,Offline,C,08-11-2012,575583016,24-11-2012,6660,524.96,3496233.6,840825,2012
389,Middle East and North Africa,Meat,Offline,M,08-06-2017,710117900,02-07-2017,8522,364.69,3107888.18,487458.4,2017
390,Asia,Fruits,Offline,L,05-04-2015,342316663,05-04-2015,7962,6.92,55097.04,19188.42,2015
391,Asia,Cosmetics,Offline,C,27-12-2010,959728133,20-01-2011,3737,263.33,984064.21,649752.19,2010
392,Australia and Oceania,Vegetables,Offline,C,10-05-2010,970213639,12-06-2010,6631,90.93,602956.83,418615.03,2010
393,Asia,Cereal,Offline,M,11-05-2016,651947009,18-05-2016,4463,117.11,522661.93,395377.17,2016
394,North America,Vegetables,Offline,H,12-05-2010,803414571,19-06-2010,7080,90.93,643784.4,446960.4,2010
395,Sub-Saharan Africa,Fruits,Offline,M,03-06-2016,493415153,09-06-2016,1363,6.92,9431.96,3284.83,2016
396,Central America and the Caribbean,Household,Offline,L,30-03-2014,211060082,03-04-2014,6223,502.54,3127306.42,1031337.79,2014
397,Europe,Meat,Offline,H,01-02-2011,515773189,17-02-2011,7603,364.69,2772738.07,434891.6,2011
398,Asia,Office Supplies,Offline,H,15-04-2015,687290799,19-05-2015,3475,524.96,1824236,438718.75,2015
399,Sub-Saharan Africa,Fruits,Online,C,21-04-2017,975661742,03-06-2017,8846,6.92,61214.32,21318.86,2017
400,Europe,Personal Care,Online,H,29-03-2016,351247346,08-05-2016,750,56.67,42502.5,18795,2016
401,Europe,Beverages,Offline,H,20-01-2016,554721438,28-01-2016,3256,31.79,103508.24,50988.96,2016
402,Asia,Clothes,Online,M,07-03-2014,247070348,23-04-2014,2461,35.84,88202.24,180735.84,2014
403,Asia,Meat,Online,M,02-12-2012,859592902,14-01-2013,1497,364.69,545940.93,85628.4,2012
404,Australia and Oceania,Vegetables,Online,L,22-08-2015,743900430,06-10-2015,5523,90.93,502206.39,348666.99,2015
405,Sub-Saharan Africa,Household,Online,C,25-05-2015,121916759,05-07-2015,6733,502.54,3383601.82,1115860.09,2015
406,Asia,Personal Care,Online,C,26-11-2013,635878217,30-12-2013,9350,56.67,529864.5,234311,2013
407,Europe,Cereal,Offline,C,19-02-2010,398333632,02-03-2010,4629,117.11,542102.19,410083.11,2010
408,Sub-Saharan Africa,Cosmetics,Online,H,22-09-2011,742144334,20-10-2011,5855,263.33,1541797.15,1018008.85,2011
409,Europe,Beverages,Online,C,27-12-2015,370484149,19-01-2016,3348,31.79,106432.92,52429.68,2015
410,Europe,Baby Food,Offline,H,29-09-2013,306839406,01-10-2013,9454,159.42,1507156.68,906260.44,2013
411,Sub-Saharan Africa,Fruits,Online,L,26-10-2015,745008933,03-11-2015,3554,6.92,24593.68,8565.14,2015
412,Sub-Saharan Africa,Vegetables,Online,M,12-05-2011,599104058,28-06-2011,7059,90.93,641874.87,445634.67,2011
413,Europe,Beverages,Offline,C,09-02-2017,653548610,21-02-2017,8412,31.79,267417.48,131731.92,2017
414,Europe,Vegetables,Online,L,31-12-2012,413078916,11-01-2013,8086,90.93,735259.98,510469.18,2012
415,Asia,Vegetables,Online,H,06-02-2014,352743804,19-03-2014,3585,90.93,325984.05,226321.05,2014
416,Australia and Oceania,Baby Food,Online,L,02-11-2013,567904603,12-11-2013,4447,159.42,708940.74,426289.42,2013
417,North America,Snacks,Online,C,27-06-2010,324235141,12-07-2010,7238,97.44,705270.72,399103.32,2010
